AAAS	CDCA8	catalyze	->	1
AAAS	CDK1	catalyzed by	<-	1
AAAS	GCK	catalyze	->	1
AAAS	GCKR	catalyze	->	1
AAAS	HIKESHI	catalyze	->	1
AAAS	HNRNPC	catalyze	->	1
AAAS	HSPA1B	catalyze	->	1
AAAS	INCENP	catalyze	->	1
AAAS	IPO8	catalyze	->	1
AAAS	KPNA2	catalyze	->	1
AAAS	KPNA3	catalyze	->	1
AAAS	KPNA4	catalyze	->	1
AAAS	KPNA5	catalyze	->	1
AAAS	KPNA7	catalyze	->	1
AAAS	NDC1	catalyzed by; complex; input	<-	1
AAAS	NEK6	catalyzed by	<-	1
AAAS	NEK9	catalyzed by	<-	1
AAAS	NUP107	catalyzed by; complex; input	<-	1
AAAS	NUP133	catalyzed by; complex; input	<-	1
AAAS	NUP153	catalyzed by; complex; input	<-	1
AAAS	NUP155	catalyzed by; complex; input	<-	1
AAAS	NUP160	catalyzed by; complex; input	<-	1
AAAS	NUP188	catalyzed by; complex; input	<-	1
AAAS	NUP205	catalyzed by; complex; input	<-	1
AAAS	NUP210	catalyzed by; complex; input	<-	1
AAAS	NUP214	catalyzed by; complex; input	<-	1
AAAS	NUP35	catalyzed by; complex; input	<-	1
AAAS	NUP37	catalyzed by; complex; input	<-	1
AAAS	NUP43	catalyzed by; complex; input	<-	1
AAAS	NUP50	catalyze; complex; input	->	1
AAAS	NUP54	catalyzed by; complex; input	<-	1
AAAS	NUP58	catalyzed by; complex; input	<-	1
AAAS	NUP62	catalyzed by; complex; input	<-	1
AAAS	NUP85	catalyzed by; complex; input	<-	1
AAAS	NUP88	catalyzed by; complex; input	<-	1
AAAS	NUP93	catalyzed by; complex; input	<-	1
AAAS	NUP98	catalyzed by; complex; input	<-	1
AAAS	NUPL2	catalyzed by; complex; input	<-	1
AAAS	PML	catalyze	->	1
AAAS	POM121	catalyzed by; complex; input	<-	1
AAAS	POM121C	catalyzed by; complex; input	<-	1
AAAS	RAE1	catalyzed by; complex; input	<-	1
AAAS	RANBP2	catalyzed by; complex; input	<-	1
AAAS	SEH1L	catalyzed by; complex; input	<-	1
AAAS	SP100	catalyze	->	1
AAAS	SUMO1	catalyze; complex	->	1
AAAS	SUMO2	catalyze	->	1
AAAS	SUMO3	catalyze	->	1
AAAS	TOP2A	catalyze	->	1
AAAS	TPR	catalyzed by; complex; input	<-	1
AAAS	UBE2I	catalyze; complex	->	1
AAAS	XPOT	catalyze	->	1
<ALPHA><BETA>CREB-1	CREBBP	complex	-	1
AAAS	RANGAP1	complex	-	1
<ALPHA><BETA>CREB-1	ASPH	inhibited by	|-	1
A2M	APOA1	inhibit	-|	1
A2M	BMP1	inhibit	-|	1
AAAS	ISG15	inhibited by	|-	1
AAK1	UBQLN2	inhibited by	|-	1
